
# Generated XOR data for test training

>infos
131
>content
0.726249;0.915339;0;
0.594324;0.515358;0;
0.975149;0.661561;0;
0.528652;0.788493;0;
0.0741007;0.32985;0;
0.583744;0.0309722;1;
0.928593;0.0197524;1;
0.779372;0.336045;1;
0.342526;0.41482;0;
0.907313;0.65148;0;
0.57063;0.00782814;1;
0.286952;0.729566;1;
0.7024;0.452956;1;
0.223708;0.872067;1;
0.71745;0.885457;0;
0.336358;0.671428;1;
0.605524;0.0666561;1;
0.768242;0.826867;0;
0.144854;0.00238443;0;
0.493874;0.0970056;0;
0.692356;0.625061;0;
0.754976;0.461797;1;
0.777466;0.751587;0;
0.976268;0.17796;1;
0.449552;0.835422;1;
0.576174;0.399789;1;
0.791795;0.49201;1;
0.542455;0.739295;0;
0.125137;0.128952;0;
0.765725;0.442397;1;
0.208265;0.887774;1;
0.339419;0.838125;1;
0.924272;0.798028;0;
0.316842;0.499603;0;
0.135156;0.454274;0;
0.546674;0.881657;0;
0.725993;0.346433;1;
0.954439;0.597731;0;
0.180123;0.349867;0;
0.760963;0.513926;0;
0.852648;0.359704;1;
0.764392;0.203856;1;
0.460112;0.219918;0;
0.395438;0.14039;0;
0.734808;0.585342;0;
0.841075;0.767294;0;
0.989629;0.913984;0;
0.923147;0.875353;0;
0.790475;0.88978;0;
0.353935;0.367211;0;
0.0734021;0.818776;1;
0.678054;0.674759;0;
0.67885;0.306172;1;
0.537438;0.300074;1;
0.794452;0.831393;0;
0.545504;0.0856484;1;
0.208469;0.156636;0;
0.300054;0.295086;0;
0.252274;0.340818;0;
0.363171;0.572462;1;
0.841552;0.772041;0;
0.224489;0.340442;0;
0.981805;0.310718;1;
0.35352;0.224379;0;
0.702385;0.86693;0;
0.452182;0.466563;0;
0.571962;0.368473;1;
0.00390902;0.101862;0;
0.221207;0.863434;1;
0.979195;0.549671;0;
0.345281;0.972242;1;
0.678656;0.190315;1;
0.245163;0.395945;0;
0.724099;0.735038;0;
0.656941;0.762619;0;
